id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
846;"Pratiques de GRH, performance sociale et cultures dans les entreprises sénégalaises";"Touba Fall";14.99;"L’objectif de la recherche de l’auteur est de comprendre comment les pratiques de GRH influencent la performance sociale des entreprises sénégalaises. Pour ce faire, le modèle de Paauwe (2004), qui permet de prendre en charge tous les éléments institutionnels et socioculturels qui constituent les déterminants des stratégies RH : les produits, les marchés, la technologie, la dimension sociale et légale, la dimension culturelle, administrative et légale, a été utilisé. La grille de lecture culturelle proposée est celle d’Hofstede (1994) et la performance sociale a, quant à elle, été analysée au travers des indicateurs du bilan social en prenant en compte le contexte culturel spécifique du Sénégal. Cet ouvrage traite de la revue de la littérature et de la méthodologie et étudie les principaux courants de recherche portant sur les relations entre GRH et performance, le concept de performance sociale et la dimension culturelle. Il porte aussi sur l’analyse de trois cas d’entreprises sénégalaises que l’auteur a pu étudier dans le cadre de ses activités de consultant du Programme de Mise à Niveau des entreprises (PMN). Enfin, la conclusion propose une analyse comparative des trois cas étudiés et analyse les implications managériales.";1;2019;"Éditions EMS";"mpgwdwaaqbaj.jpeg";30
847;"La romanisation du Samnium aux IIe et Ier s. av. J.-C.";"Collectif";12.99;"Les Actes de ce colloque tenu à Naples les 4-5 Novembre 1988 s'articulent en deux sections. La première, intitulée Les acquis de la recherche archéologique dans le Molise, les provinces d'Avellino et de Bénévent, contient des contributions de Gabriella D'Henry (La romanizzazione del Sannio nel II e I secolo a. C.), Stefania Capini (Venafro), Marcello Gaggiotti (La fase ellenistica di Sepino), Gianfranco de Benedittis (Monte Vairano), Werner Johannowsky (Circello, Casalbore e Flumeri nel quadro della romanizzazione dell'Irpinia), Gabriella Colucci Pescatori (Evidenze archeologiche in Irpinia), Daniela Giampaola (Benevento). La deuxième section, Modes et cadres de la romanisation. Économie, culture et société, regroupe des communications de Michael Crawford (Army and coinage in the late Republic), Rita Compatangelo (Catasti e strutture agrarie regionali del Sannio), Mireille Corbier (La transhumance entre le Samnium et l'Apulie: continuités entre l' époque républicaine et l'époque impériale), Filippo Coarelli (I Sanniti a Fregellae), Jean-Paul Morel (Artisanat, importations et romanisation dans le Samnium aux iie et ier siècles av. J.-C.), Stefania Adamo Muscettola (Appunti sulla culturafigurativa in area irpina), Sylvia Diebner (Testimonianze di arte funeraria: il Sannio nel contes to delle altre regioni dell'Italia Centrale). Une ample discussion précède les conclusions tirées par Ettore Lepore.";1;2020;"Publications du Centre Jean Bérard";"4ajydwaaqbaj.jpeg";100
848;"Les régions côtières du Pérou septentrional";"Claude Collin Delavaud";6.99;"La division régionale du Pérou est à la fois simple et bien contrastée. Trois grands ensembles géographiques, parallèles et de direction grossièrement méridienne, s’ordonnent à partir de la cordillère des Andes qui en forme l’armature, flanquée de part et d’autre de ses piémonts amazonien et pacifique. Ainsi l’architecture du Pérou assemble trois éléments : la Costa, la Sierra et la Selva, fortement individualisés par le milieu, les populations, l’occupation du sol et l’aménagement de l’espace. L’Amazonie, malgré des efforts récents de pénétration et de colonisation, reste un monde encore vide et dont la richesse demeure potentielle, sauf sur ses marges andines. La Sierra, qui fut le centre de gravité de l’empire inca et le siège d’une forte activité espagnole, n’est plus qu’un vaste centre d’exploitation minérale et un réservoir d’hommes et d’énergie, mosaïque de hautes contrées mal reliées, soumises à une économie coloniale et asphyxiées par la surpopulation rurale. La Côte, malgré des conditions climatiques rigoureusement arides, est un cadre favorable à l’occupation humaine. Les températures tièdes y sont clémentes à l’homme et aux plantes, la montagne toute proche fournit l’eau en relative abondance et la configuration du relief comme sa position littorale favorisent la vie de relations. De vieilles civilisations ont façonné pendant près de trois millénaires de vastes oasis admirablement bien aménagées, puis le vice-royaume des Indes y a bâti sa capitale, Lima ; enfin, la révolution économique et politique du siècle dernier et les bouleversements techniques du siècle présent ont fait de la Côte l’ensemble le plus peuplé, le plus productif et le plus dynamique du Pérou.";1;2014;"Institut français d’études andines";"tv4xcwaaqbaj.jpeg";0
849;"Les ruses de l'intelligence";"Marcel Détienne";11.99;"La mètis des Grecs – ou intelligence de la ruse – s’exerçait sur des plans très divers mais toujours à des fins pratiques : savoir-faire de l’artisan, habileté du sophiste, prudence du politique ou art du pilote dirigeant son navire. La mètis impliquait ainsi une série d’attitudes mentales combinant le flair, la sagacité, la débrouillardise... Multiple et polymorphe, elle s’appliquait à des réalités mouvantes qui ne se prêtent ni à la mesure précise ni au raisonnement rigoureux. Engagée dans le devenir et l’action, cette forme d’intelligence a été, à partir du Ve siècle, refoulée dans l’ombre par les philosophes. Au nom d’une métaphysique de l’être et de l’immuable, le savoir conjectural et la connaissance oblique des habiles et des prudents furent déconsidérés. Reconnaître le champ de la mètis, c’est, pour les auteurs de ce livre, réhabiliter une «catégorie» que les hellénistes modernes ont largement méconnue.";1;2018;"Flammarion";"zf9tdwaaqbaj.jpeg";3
850;"Cas en distribution";"Xavier Brusset";14.99;"La distribution en tant qu’activité managériale couvre un champ varié d’activités et de secteurs économiques. Car avoir créé un produit ou un service ne suffit pas, encore faut-il savoir comment le mettre à la portée du consommateur, au bon endroit, au bon moment et au bon prix ! Désormais, la distribution est devenue centrale pour l’industrie alimentaire, le textile et l’habillement, mais aussi pour les services comme la banque, la téléphonie mobile, le transport aérien. Les exemples présentés ici constituent un échantillon de cette variété de cas gérés par les professionnels de la distribution. Ils peuvent être liés à l’utile (des meubles), au nécessaire (les produits sanguins) ou au superflu (des fleurs). De même, la distribution devant rendre unique une expérience d’achat, l’ouvrage traite des compléments de service (ambiance en boutique, éventail de produits en rayon). Rédigé par des enseignants-chercheurs, coordonné par Xavier BRUSSET, Professeur associé en logistique et supply chain management à l’ESSCA Ecole de management, ce livre est à la fois pédagogique et pratique. Chaque cas est composé : • d’un énoncé complet et de ses annexes présentant les concepts, les données, l’entreprise et ses produits ; • d’une série de questions destinées à provoquer la réflexion de l’apprenant et la prise en compte d’une réalité simplifiée pour appliquer les concepts présentés ; • d’un corrigé avec explications détaillées, extensions et pistes de réflexion complémentaires.";1;2013;"Éditions EMS";"vdzrdgaaqbaj.jpeg";32
851;"États flous et trajectoires complexes";"Collectif";5.99;"L’individu au cours de sa vie connaît différents événements de diverses natures (naissance, mariage, changement d’emploi, obtention d’un diplôme, etc.) qui s’enchaînent parfois très vite ou qui semblent aussi bien confus dans leur ordonnancement que dans leur statut. Du fait de la meilleure observation des parcours individuels à travers les questionnaires d’enquête, les changements d’états ne peuvent être réduits à de simples événements. Ils sont en effet marqués par une transition plus ou moins étalée dans le temps, et l’observation, la modélisation, l’interprétation de ces seuils flous entre deux situations constitue un champ de recherche foisonnant en sciences sociales. Les auteurs ont mis en commun leurs expériencesdans le domaine du recueil biographique pour s’interroger à la fois sur la question de « mise au point », c’est-à-dire trouver la bonne distance pour appréhender la complexité des histoires de vie, et sur celle du temps, c’est-à-dire selon quelle horloge recueillir le détail de l’information. Ils apportent des solutions d’un point de vue conceptuel et méthodologique, après avoir analysé les liens entre données quantitatives et qualitatives, la gestion des faits et des perceptions, ainsi que déconstruit les catégories des collectes d’analyses. Cette étude dépasse le simple cas particulier. Elle offre un bagage empirique important, peu développé jusqu’à présent. Cet ouvrage s’adresse à un public bien plus large que la communauté des démographes : il concerne tous ceux en sciences sociales qui, à un moment ou un autre, ont à conduire une collecte sur le terrain, que ce soit en tant que chercheur ou en tant que praticien du social. Le Groupe de réflexion sur l’approche biographique (Grab) rassemble des chercheurs et universitaires de différentes institutions (Ined, IRD, CNRS, etc.) et de disciplines différentes (démographie, géographie, sociologie, économie, etc.). Aujourd’hui, autour du Grab, c’est l’expérience de 25 enquêtes biographiques réalisées en Europe, en Afrique et en Amérique latine qui est accumulée.";1;2020;"Ined Éditions";"lp8teaaaqbaj.jpeg";42
852;"Figures mythiques féminines dans la littérature contemporaine";"Arlette Bouloumié";9.99;"Une réflexion semble s’engager dans la littérature contemporaine pour repenser ces figures monstrueuses de la féminité, expression de la peur masculine devant l’altérité. Ces images sont réinterprétées et leur signification inversée : si Médée, Morgane, Méduse, Mélusine étaient des boucs émissaires et leur violence une réaction à l’injustice qui leur est faite dans une société qui suspecte tout ce qui est marginalisé d’être dangereux et révolté ?";1;2019;"Presses universitaires de Rennes";"g1undwaaqbaj.jpeg";11
853;"Âme brisée";"Akira Mizubayashi";7.99;"'Rei éprouva comme une brûlure d’estomac, une chaleur acide, à la fois intense et diffuse, qui vous monte à la gorge. Un énorme bloc d’émotions glacées se mettait à fondre peu à peu sous l’effet de cette chaleur intérieure dormante. Le temps se défossilisait, recommençait à trembler.' Tokyo, 1938. En pleine guerre entre le Japon et la Chine, quatre violonistes amateurs se réunissent régulièrement pour répéter. Un jour, ils sont interrompus par des soldats, soupçonnés de comploter contre le pays. Caché dans une armoire, Rei assiste à l’arrestation de son père. Cet événement constitue pour lui la blessure première qui déterminera son destin... Mais le passé peut-il être réparé ? Prix des Libraires 2020.";1;2021;"Editions Gallimard";"8ueqeaaaqbaj.jpeg";13
854;"Le Rire des bourreaux - Essai sur le plaisir de tuer";"Klaus Theweleit";15.99;"Qu'est-ce qui nous glace et nous sidère dans le rire du bourreau ? Et pourquoi refusons-nous de le prendre au sérieux ? C'est ce que fait ici Klaus Theweleit qui, dans la lignée de ses travaux sur la masculinité violente, explore le sens de ce rire, signe ostensible du triomphe, démonstration d'une puissance invulnérable. Des SS à Anders Breivik, des génocidaires hutu au Rwanda aux assassins de l'État islamique, les meurtriers de masse expriment surtout une joie obscure : par l'exercice de la violence muée en performance – mélange d'enseignement, de théâtre et d'exécution d'un crime – le tueur accède à un statut d'assassin divin. Il se rira ensuite de toute autre espèce de juridiction et, sur le banc des accusés, opposera aux magistrats le rictus ou les éclats démoniaques de celui qui a déjà jugé ceux qui le jugent. Sociologue et théoricien de la culture allemand, Klaus Theweleit est l'auteur d'un classique de la théorie du fascisme et de l'histoire de la masculinité, Fantasmâlgories (L'Arche, 2016). Le Rire des bourreaux en est le prolongement : une exploration de la violence et de sa jouissance au sein de nos sociétés.";1;2019;"Média Diffusion";"hvsmdwaaqbaj.jpeg";57
855;"La création de connaissance par les managers";"Paul Beaulieu";22.99;"Ce livre s’inscrit dans le développement de la nouvelle institution doctorale que constitue le Business Science Institute (BSI) et de son Executive Doctorate in Business Administration. La création du Business Science Institute résulte de la demande de managers d’entreprises ayant l’envie de devenir eux-mêmes des producteurs de connaissance et de soutenir une thèse d’Executive DBA. Ce positionnement original ancré dans les pratiques managériales privilégie la formation de Docteurs de Pratique en Management qui ont l’envie de produire de nouvelles connaissances valides pour les managers. Cet ouvrage constitue le prolongement logique du projet et repose sur une conviction : en management, science de l’action, la création de connaissance peut aussi émaner des praticiens. Le choix pragmatique du Business Science Institute apparaît dans les trois parties de cet ouvrage. La première partie cherche à présenter certaines dimensions-clés qui servent de fondements aux processus de la création et de l’utilisation de la connaissance par les managers et les organisations. La deuxième partie se concentre sur les questions de perspectives de recherche et de méthodologie. Enfin, la troisième partie présente à titre d’illustration cinq synthèses de projets de recherches doctorales réalisés par des doctorants de l’Executive DBA de BSI. Cet ouvrage, riche de la diversité des points de vue abordés et de la qualité de son collectif d’auteurs, vise à engager un débat pour le développement et le progrès de la création de connaissance par les managers-chercheurs.";1;2015;"Éditions EMS";"7oyacwaaqbaj.jpeg";4
856;"La querelle des livres";"Olivier Larizza";9.49;"Le livre papier est-il voué à disparaître au profit de sa version numérique ? En même temps pourquoi une nouvelle technologie détrônerait-elle la précédente ? La querelle des livres aura-t-elle lieu ? Dépassant les prophéties et les clivages qui enflamment les débats actuels, Olivier Larizza s’interroge sur ce qui fragilise ou au contraire consolide notre désir de livre tel qu’il se manifeste depuis plus de cinq siècles.";1;2012;"Buchet/Chastel";"gqojcwaaqbaj.jpeg";40
857;"Éléments de géographie électorale";"Michel Bussi";9.99;"À travers les cartes de la presse locale au lendemain d'un scrutin, la géographie électorale est une discipline que chaque citoyen pratique … en amateur. Mais si on veut vraiment comprendre comment vote un quartier, une commune, une région, il faut replacer ces images instantanées de l'opinion dans leur contexte historique et géographique. En dépit de plus d'un siècle de bouleversements économiques, culturels et sociaux, la carte des votes en France demeure stable. La France de l'Ouest (Normandie, Bretagne, Pays de la Loire) en est un des meilleurs exemples.";1;1998;"Presses universitaires de Rouen et du Havre";"f0qmgbzonnsc.jpeg";28
858;"À une sérénité crispée";"René Char";2.99;"Avec des vignettes de Louis Fernandez";1;2019;"Editions Gallimard";"k8ujdwaaqbaj.jpeg";24
859;"La clémence et la grâce";"Myriam Dufour-Maître";5.99;"De quel sublime sommes-nous capables ? Voici peut-être une des questions que Cinna et Polyeucte nous adressent. Plus obscures à nos temps modernes que la légitimation du crime et l’aspiration à la perdition, la clémence et la grâce offrent un mystère auquel Corneille donne toute sa force d’inouï. Non pas modernes mais contemporaines, intempestives, ces deux tragédies nous invitent avec éclat, mais aussi avec une douceur inattendue, à explorer cette « obscure clarté » qui peut propulser chacun à une altitude insoupçonnée, sans le séparer néanmoins de la commune humanité. Douceur et clarté des fins heureuses où les liens humains se trouvent refondés dans Cinna, transcendés dans Polyeucte. Douceur et clarté d’une dramaturgie qui, tout en transportant le spectateur par l’extraordinaire d’une action vraie, lui offre tous les moyens d’apprécier l’art avec lequel elle est représentée, et de s’en divertir.";1;2014;"Presses universitaires de Rouen et du Havre";"lrhbbgaaqbaj.jpeg";10
860;"Entrer dans l'élite";"Jules Naudet";22.99;"Cet ouvrage analyse la manière dont des personnes originaires de milieux modestes et ayant accédé aux positions les plus prestigieuses du secteur privé, de la haute fonction publique et de l’université, parviennent à s’ajuster à leur nouveau statut social. Réussissent-elles à se « convertir » à leur nouveau groupe ? Cherchent-elles à conserver des liens forts avec leur milieu d’origine?? Comment gèrent-elles la contradiction de cette double appartenance ? Jules Naudet répond à ces questions en s’appuyant sur une enquête menée en France, en Inde et aux États-Unis, où il a recueilli près de 160 récits de vie de personnes ayant connu une ascension sociale exceptionnellement forte. Tandis que les Indiens témoignent avant tout d’un attachement profond à leur milieu d’origine, les Américains minimisent le contraste, donnant l’impression que la réussite « va de soi ». Enfin, les Français opposent deux mondes profondément différents, voire irréconciliables. Pour mener à bien l’analyse de ce riche matériau empirique, Jules Naudet propose un renouvellement de la problématique de la mobilité sociale et des outils théoriques traditionnellement mobilisés par les chercheurs travaillant sur cette question.";1;2015;"Presses Universitaires de France";"n4jfcwaaqbaj.jpeg";100
861;"Les révoltes du papier timbré, 1675";"Gauthier Aubert";13.99;"En 1675, en pleine guerre de Hollande, la France de Louis XIV est frappée par une des principales secousses rebellionnaires de l'Ancien Régime, restée célèbre sous le nom de « révolte du papier timbré ». De Bordeaux à Quimper, un front intérieur surgit, mais c'est en fait toute une partie de la France qui bruit et conteste, de Toulouse à Besançon et de Grenoble à Paris. À la cour, l'inquiétude est réelle car l'éclat de la récente conquête de la Franche-Comté ne peut masquer les difficultés militaires que la mort de Turenne vient symboliser au cœur de l'été. Dans le même temps, la crainte d'un débarquement hollandais sur la côte Atlantique, susceptible de menacer Rochefort et Brest, oblige les autorités à agir avec fermeté et souplesse, particulièrement en Basse-Bretagne où émerge une nouvelle « guerre paysanne » : la « révolte des Bonnets rouges ». Grâce à l'utilisation d'archives peu connues jusque-là, il est aujourd'hui possible de revenir sur cette grande crise politique, et de tenter de comprendre comment une modeste émeute bordelaise contre la taxe sur la vaisselle d'étain est devenue une des plus grandes révoltes antifiscales de l'Ancien Régime, et, au-delà, un élément phare de la mémoire et de l'identité bretonne. Il apparaît également possible de revenir sur le processus de sortie de crise, qui découvre un État-Louis XIV plus souple et plus pragmatique que l'image de brutalité unilatérale qui est souvent retenue. Des notaires bordelais aux paysans de Cornouaille, des magistrats du parlement de Rennes aux bateliers de la Garonne, des obscurs comploteurs aux ministres Louvois et Colbert, sans oublier espions, soldats et autres serviteurs du roi, cet essai d'histoire événementielle cherche à arracher cette crise à sa mémoire flamboyante, et, loin des images trop simples, entend essayer de la replacer dans le contexte français et européen.";1;2019;"Presses universitaires de Rennes";"pusddwaaqbaj.jpeg";20
862;"Retour au Contrat naturel";"Michel Serres";2.99;"En 1990, paraissait chez François Bourin Le Contrat naturel (réédité en 1992 dans la collection Champs/Flammarion). Michel Serres s’y livrait à une méditation sur les nouveaux devoirs que nous avons envers le monde que nous habitons. Dans le présent texte, Retour au Contrat naturel, le philosophe revient sur la problématique de son livre et sur le débat, actualisé en 1992 à l’occasion de la conférence de Rio et de l’appel de Heidelberg qui contribuèrent, chacun à leur manière, à donner une dimension planétaire au souci écologique. À travers le litige qui opposa alors partisans d’un progrès conditionné par le respect de la nature et les tenants d’un progrès conçu comme la poursuite de la maîtrise technique, la pensée de la nature s’est considérablement « dramatisée ». Pourquoi ? Quelle « fin de la nature » est-on en train de vivre ? Faut-il en appeler à une nouvelle philosophie de notre inscription dans le monde ?";1;2015;"Éditions de la Bibliothèque nationale de France";"wv0rcwaaqbaj.jpeg";0
863;"Atlas du Liban";"Éric Verdeil";9.99;"Après une quinzaine d’années de reconstruction dans un climat de paix relative, de 1990 à 2004, le Liban a connu depuis 2005 une succession d’épisodes politiques violents mêlant de manière complexe enjeux internes et tensions régionales. Le déclenchement de la crise syrienne et ses retombées politiques, économiques et démographiques sur le Liban accentue cet état de fait. Cet ouvrage met en lumière ces nouveaux défis et complète en intégrant des volets différents l’analyse des transformations libanaises déjà entreprises dans l’Atlas du Liban. Territoires et société publié en 2007 par la même équipe. Outre la crise internationale et les mouvements de population, il prend en compte les dimensions socio-économiques à l’intérieur du Liban, les problématiques environnementales liées à l’urbanisation incontrôlée et aux risques, ainsi que la gestion territoriale et les conflits locaux qu’elle suscite. Cet atlas est le fruit d’une collaboration entre des chercheurs et universitaires français et libanais. Il utilise une approche géographique, plaçant au premier plan de l’analyse la spatialisation des faits sociaux et naturels. Les sources publiques sont limitées, notamment du point de vue de la finesse géographique, parfois peu fiables et difficiles d’accès. C’est particulièrement vrai pour les données sur la population libanaise, moins bien connue que la population réfugiée. Les données internationales permettent de situer le Liban par rapport à ses voisins. Des données thématiques, issues des ministères, offrent néanmoins une vision détaillée pour certains domaines. L’analyse d’images aériennes et de satellites fournit des données essentielles sur l’urbanisation et l’environnement. Des enquêtes de terrain localisées et thématiques complètent la panoplie des informations utilisées. L’ouvrage comprend six chapitres. Le premier porte sur la géopolitique régionale, les violences politiques internes et leurs effets locaux, à savoir l’installation des réfugiés syriens et la réémergence au grand jour des milices et groupes armés en conflit entre eux et avec l’armée libanaise. Le Liban apparaît de nouveau comme un territoire fragmenté entre de multiples allégeances. Le deuxième chapitre montre la fragilité du modèle économique libanais. Sa dépendance aux investissements extérieurs et aux remises de la diaspora, les blocages de l’industrie et de l’agriculture aggravent les déséquilibres sociaux. Le troisième chapitre est un bilan de l’urbanisation du pays, qui s’est...";1;2018;"Presses de l’Ifpo";"dmh2dwaaqbaj.jpeg";21
864;"Les Savoirs du corps : éducation physique et éducation intellectuelle dans le système scolaire français";"Pierre Arnaud";7.99;"Depuis qu’elle existe dans l’École (Loi J. Ferry), l’éducation physique a toujours eu à prouver sa valeur éducative et intellectuelle. Il lui fallait montrer sa capacité à développer l’intelligence verbale et conceptuelle. Ces présupposés (idéologiques ou politiques) ont fait longtemps de cet enseignement une sorte de parent pauvre. P. Arnaud plaide au contraire pour le plein essor d’une recherche scientifique et pédagogique en Éducation physique et sportive.";1;1991;"FeniXX";"lnxydwaaqbaj.jpeg";9
865;"Bourdieu et les disciplines";"Collectif";8.99;"Le champ des sciences sociales semble toujours menacé par sa fragmentation en « spécialités » disciplinaires irréductibles, souvent incapables de se détacher de la façon dont elles ont construit leur objet propre et leurs méthodes. L’un des souhaits les plus constants de Pierre Bourdieu a été de surmonter ces divisions, d’une part en rappelant l’historicité de leur constitution, et d’autre part en appelant de ses vœux une science sociale plus unifiée. C’est en restituant l’histoire des disciplines savantes, mais aussi en leur empruntant nombre de leurs concepts et analyses, que Bourdieu a tenté de les faire travailler ensemble à la connaissance du monde social. Cet effort ne s’est jamais confondu avec une illusoire communion des savants de bonne volonté, la sociologie ne s’accordant ainsi nullement avec les conceptions dominantes de la philosophie, de l’économie ou de la psychologie. Chaque discipline, en son sein, est également travaillée par la spécialisation. Bourdieu a voulu surmonter les divisions internes à la sociologie en travaillant à son unité. Loin d’être un donné, l’unité des sciences sociales est un enjeu, et donc un combat permanent. Cet ouvrage, qui résulte en partie de deux années de séminaire consacrées à Pierre Bourdieu au sein du laboratoire Sophiapol et d’une journée d’étude, propose un parcours dans la relation qu’entretenait Bourdieu avec différentes disciplines comme avec certaines sous-disciplines de la sociologie.";1;2021;"Presses universitaires de Paris Nanterre";"nwhbeaaaqbaj.jpeg";16
866;"Les conditions de réussite des joint-ventures internationales en Algérie";"Malik Bouacida";14.99;"Les investissements directs étrangers (IDE) sont d’importance cruciale pour les pays en développement. Ils constituent un rouage essentiel au processus de développement économique. En effet, grâce au transfert du savoir-faire et à l’acquisition de nouveaux équipements, ils permettent aux économies locales de bénéficier de nombreux effets positifs tels que la montée en compétences de la ressource interne et l’amélioration de la compétitivité des entreprises. La plupart des responsables des pays en développement se sont rendu compte que l’engagement de leurs entreprises dans des alliances avec des firmes étrangères constituait un passage obligatoire pour accéder aux compétences techniques et managériales. Ainsi, pour initier cette dynamique de coopération inter-entreprises, de nombreux pays du sud ont adapté leur dispositif législatif afin de le rendre plus attractif à l’investissement étranger. Ce livre propose une approche managériale et académique du transfert inter-organisationnel de connaissances et de la performance au sein des alliances internationales de type nord-sud. En s’appuyant sur une revue de la littérature très riche et une étude qualitative réalisée auprès de responsables d’entreprises algériennes, Malik Bouacida tente d’identifier les principaux facteurs explicatifs de la réussite des joint-ventures internationales implantées en Algérie.";1;2018;"Éditions EMS";"j1ftdwaaqbaj.jpeg";4
867;"Atlas de la province Extrême-Nord Cameroun";"Collectif";2.99;"Réalisé par l’IRD et l’INC (Institut national de cartographie, Yaoundé), l’Atlas de la province Extrême-Nord Cameroun a été publié en avril 2000 en grand format. L’ensemble réunit et synthétise une somme considérable de résultats de recherche collectés, trois décennies durant, par une vingtaine de chercheurs. Trente-neuf cartes, accompagnées de notices très étoffées et d’un grand nombre de graphiques, diagrammes, tableaux et dessins, rendent compte de l’environnement physique, des éléments démographiques, ethniques, archéologiques et linguistiques, et de toute la diversité des ressources agraires. Trois cartes traitent en outre de questions très spécifiques au nord du pays : parcs et végétation anthropique ; aliments de famine ; stratégies de conservation du grain. La présente réédition améliore beaucoup les possibilités de visualisation détaillée sur PC par rapport à la première version cédérom qui accompagnait l’atlas papier. Elle fait partie d’un ensemble de trois cédéroms qui offrent, sous une forme nettement plus compacte, l’ensemble des atlas réalisés par l’Orstom/IRD au Cameroun, dont la plupart sont maintenant introuvables.";1;2017;"IRD Éditions";"vfixdwaaqbaj.jpeg";8
868;"Figures du marginal dans la littérature française et francophone";"Arlette Bouloumié";9.99;"Si la figure du marginal s'avère très répandue dans la littérature, la notion même de marginalité appelle quelques éclaircissements. Ce numéro des Recherches sur l'imaginaire entend éclairer les multiples facettes de la marginalité et appréhender un peu mieux la figure du marginal dans le paysage littéraire.";1;2016;"Presses universitaires de Rennes";"g-emcwaaqbaj.jpeg";110
869;"Histoire de l'écologie";"Jean-Paul DELÉAGE";12.99;"L'évolution des sociétés humaines met aujourd'hui en jeu les équilibres fondamentaux de la biosphère et la survie de l'humanité. La conscience scientifique de ces problèmes est récente. Ce livre en retace l'histoire passionnante et mouvementée, ainsi que celle de ses principaux acteurs. L'évolution des sociétés humaines met aujourd'hui en jeu les équilibres fondamentaux de la biosphère et la survie de l'humanité. La conscience scientifique de ces problèmes est récente. Ce livre en retace l'histoire passionnante et mouvementée, ainsi que celle de ses principaux acteurs.L'écologie plonge ses racines dans un passé biséculaire, avec l'équilibre de la Nature de Linné et le principe de population de Malthus. Les voyages biogéographiques de Humboldt, l'agrochimie de Liebig et surtout la théorie de l'évolution de Darwin préparent la définition donnée en 1866 par Haeckel : l'écologie est la science des relations des êtres vivants, plantes et animaux, entre eux et avec leur milieu.Mais il faudra attendre le début de ce siècle pour que soient définis et mis en oeuvre les concepts modernes de l'écologie : 'biosphère' (Vernadsky), 'écosystème' (Tansley) ou 'réseau trophique' (Linderman). Et c'est beaucoup plus récemment que les progrès de la génétique et des mathématiques, ceux des techniques modernes d'observation et de l'informatique lui ont ouvert d'immenses et nouveaux espaces de recherche.Dès l'origine, en intégrant le phénomène humain à sa réflexion, l'écologie s'est située sur le terrain complexe des rapports homme-nature. Elle est donc la matrice vivante d'une nouvelle conscience et d'une nouvelle culture, celles de notre appartenance à la nature. C'est dire qu'elle est au coeur d'un débat crucial, celui de notre dépendance vis-à-vis de cette dernière, que nos sociétés croyaient naïvement avoir maîtrisée sans retour.";1;2010;"La Découverte";"p4whakpes3ic.jpeg";70
870;"Le Corpus Hermeticum d’Hermès Trismégiste";"Hermès Trismégiste";1.99;"Hermes Trismegiste appartient à la grand Tradition Ésotérique antique. Son ouvrage repose tout entier sur un dialogue entre le maître Hermès et deux de ses disciples : d’abord Pymandre puis son fils Tat. Les grands thèmes ésotériques sont naturellement abordés (cosmogonie, anthropologie, eschatologie) comme des problématiques plus sensibles (telles que le mouvement, le temps l’éternité, la régénération, etc.) : Cette publication reprend la collection complète des manuscrits fragmentaires de l’enseignement d’Hermès, réunis entre le VIe et le XIe siècle. Format professionnel électronique © Ink Book édition.";1;2013;"Ink book";"wpebcwaaqbaj.jpeg";28
871;"Merci pour ce moment";"Valerie Trierweiler";7.99;"Un jour, un amour violent a incendié ma vie. Il avait quatre enfants. J'en avais trois. Nous avons décidé de vivre ensemble. Mais la politique est une passion dévorante. Parti de très loin, François Hollande a été élu président de la République. J'ai été aspirée dans son sillage. Le pouvoir est une épreuve pour celui qui l'exerce, mais aussi pour les siens. À l'Élysée, je me sentais souvent illégitime. La petite fille de la ZUP en première dame : il y avait quelque chose qui clochait. J'ai appris l'infidélité du Président par la presse, comme chacun. Les photos ont fait le tour du monde alors que j'étais à l'hôpital, sous tranquillisants. Et l'homme que j'aimais a rompu avec moi par un communiqué de dix-huit mots qu'il a dicté lui-même à l'AFP, comme s'il traitait une affaire d'État. Tout ce que j'écris dans ce livre est vrai. Journaliste, je me sentais parfois à l'Élysée comme en reportage. Et j'ai trop souffert du mensonge pour en commettre à mon tour.";1;2014;"Les Arènes";"qtwbeaaaqbaj.jpeg";3
872;"Le Saut épique";"Fethi Benslama";12.99;"Quels sont les ressorts intimes de l’enrôlement de milliers de jeunes dans le jihâd ? Qu’est-ce qui déclenche la décision de s’engager dans un tel combat ? Depuis ses débuts, le phénomène mondial de la radicalisation islamiste et ses débouchés dans le terrorisme ne cessent de déconcerter par le nombre de ses partisans et surtout par la complexité de leurs mobiles. Cet essai montre l’insuffisance de la notion de “passage à l'acte”, souvent invoqué, et propose une nouvelle théorie – le saut épique – comme ressort fondamental de l’engagement. Élan à la fois psychique, spirituel et politique qui peut conduire à l’action destructrice ou émancipatrice, individuelle ou collective.";1;2021;"Éditions Actes Sud";"d1oteaaaqbaj.jpeg";30
