id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
756;"L'Atlantide";"Pierre Benoit";5.99;"L'Atlantide, l'énigmatique chef-d'oeuvre de Pierre Benoit, fascine, depuis sa parution au lendemain de la première guerre mondiale, les lecteurs du monde entier. C'est un des romans mythiques du XXe siècle qui mêle histoire et légende, aventure et passions dans un récit d'amour et de mort où deux officiers français découvrent une cité chimérique au coeur du Sahara. Là, vit la dernière des Atlantes, la troublante Antinéa, petite fille de Neptune, barbare et voluptueuse, d'une beauté irréelle à laquelle nul homme n'a jamais résisté... L'Atlantide, et sa trop belle reine, qui a inspiré tant de metteurs en scène, au cinéma comme au théâtre, n'a pas fini de nous envoûter .";1;2015;"Albin Michel";"content?id=THttCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";4
757;"« Multiplier l'infini »";"Sylvain Ledda";4.99;"Les Contemplations sont un livre creusé par l'absence, l'exil et le deuil. Le vertige qu’éprouvent poète et lecteurs penchés sur le gouffre n’est pourtant pas celui du vide: ce recueil de la nuit, de la mort et du silence déborde de lueurs, de vie et de voix. Pour mieux saisir l’infini, Hugo le multiplie, grâce aux variations d’un lyrisme qui excède les limites d’une expérience personnelle pourtant fondatrice. La présente étude se propose d’explorer le cosmos réinventé par Hugo, constellation de poèmes qui invite à discerner un sens, au-delà du chaos de la mort et du mal – à contempler le monde pour mieux le créer.";1;2016;"Presses universitaires de Rouen et du Havre";"content?id=mIg4EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";5
758;"Pouvoir et contestations à Byzance (963-1210)";"Jean-Claude Cheynet";20.99;"L’histoire de Byzance est jalonnée de multiples crises, qui ont renforcé l’image négative de l’Empire chez les historiens occidentaux. Cet ouvrage est consacré aux diverses formes de la compétition politique, rivalités pour le trône ou luttes pour l’autonomie régionale. Il cherche à les rendre intelligibles en analysant les moyens d’action de l’aristocratie, principal agent des troubles : implantations provinciales, réseaux familiaux, solidarités militaires ou liens de service. Le clivage entre civils et militaires – traditionnellement évoqué mais rarement pertinent – est ainsi remis en cause, alors que le poids de grands clans régionaux importe davantage. Il apparaît également que de véritables équipes alternaient au pouvoir, notamment au xie siècle, et que les provinces restaient fidèles tant que la protection impériale compensait, aux yeux des populations, le versement de l’impôt.";1;2016;"Publications de la Sorbonne";"content?id=CvqMCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";9
759;"Littérature et management";"Fabien De Geuser";17.99;"Et si manager, c'était raconter de belles histoires avec style ? Et si la littérature nous disait plus de choses sur l'organisation du travail que les livres de gestion ? Cet ouvrage propose d'analyser le management, ses pratiques et ses praticiens, comme un objet de littérature pour essayer d'enrichir nos modèles gestionnaires d'une double perspective littéraire. D'une part, le manager y est un sujet de la littérature. D'autre part, le management peut être lu comme une littérature : un art d'écrire des règles et leur interprétation constante.";1;2018;"Editions L'Harmattan";"content?id=p1NFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";12
760;"Histoire sociale et intellectuelle de la Chine";"Jacques Gernet";4.99;"C’est avant tout en historien, préoccupé par les données concrètes de l’évolution de la société chinoise, que je compte aborder l’histoire des idées, des conceptions et des courants intellectuels en Chine. Le temps n’est plus où l’on se représentait l’histoire de la Chine comme une longue suite uniforme de périodes pratiquement interchangeables. L’histoire de la Chine a un sens, au même titre que la nôtre. Elle a été marquée par des ruptures et elle a connu des époques d’évolution très rapide. Pour qui admet que les hommes sont le produit de leur société et de leur histoire, les XVIe, XVIIe et XVIIIe siècles chinois constituent une période de recherches privilégiée. Les bouleversements et les transformations sociales, économiques et politiques qui se sont produits au cours de ces trois siècles, la richesse et la diversité de la vie intellectuelle, l’évolution des idées, le grand nombre des esprits indépendants et des personnalités remarquables en font l’intérêt exceptionnel.";1;2013;"Collège de France";"content?id=JQQSCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";20
761;"Ataï, un chef kanak au musée";"Christelle Patin";19.99;"Originaire de la région de la Foa en Nouvelle-Calédonie, le chef Ataï, personnage emblématique de l'insurrection kanak de 1878, fut tué lors des opérations de « pacification » de l'île. Sa tête et une main furent livrées par des auxiliaires kanak à l'armée française puis envoyées dans les collections d'une société savante, la Société d'Anthropologie de Paris. Débute alors, au sein du musée, la seconde vie d'Ataï marquée par une « transmutation » du trophée martial en spécimen scientifique. Sa dépouille sera rendue à ses descendants en 2014. Tantôt figure du « sauvage » beau et anthropophage, ou du chef tacticien et insoumis, tantôt figure du révolutionnaire libérateur d'un peuple assujetti ou du pacificateur d'une colonie de peuplements, les interprétations passées et actuelles du Kanak Ataï offrent de multiples visages à explorer. Elles sont aussi indissociables de l'histoire plus générale des collections anthropologiques constituées de restes humains, héritage complexe aujourd'hui sensible. Les chapitres de ce livre offrent des clés de lecture permettant d'appréhender les différents modes d'appropriation des éléments de corps humain du chef Ataï lors de leur parcours patrimonial, les logiques et les enjeux sous-jacents. À partir de l'analyse de nombreuses archives inexplorées, d'entretiens avec les scientifiques-conservateurs, l'auteur s'attache à reconstituer chacune des étapes de la patrimonialisation du chef kanak par la communauté des anthropologues - prélèvement du corps ou parties en 1878, transport, catégorisation, transformation, étude scientifique, exposition puis restitution en 2014 - afin d'en cerner l'évolution des mécanismes, intérêts personnels, enjeux collectifs et spécificités. L'analyse se veut aussi comparative, confrontant tour à tour les pratiques de la Société d'Anthropologie de Paris à celles du Muséum national d'Histoire naturelle ainsi que les destinées de spécimens collectés en Nouvelle-Calédonie en cette fin de XIXe siècle.";1;2020;"Publications scientifiques du Muséum";"content?id=GtsPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";4
762;"La mucoviscidose en héritage";"Nadine Pellen";6.99;"La mucoviscidose, due à une mutation du gène CFTR, affecte 1 naissance sur 4 500 en France et 1 naissance sur 3 000 en Bretagne. Le Finistère est l’une des régions où la fréquence de la maladie est la plus importante au monde. Malgré d’importants progrès médicaux, la mucoviscidose reste une souffrance pour les familles et une affaire de santé publique. En partant du principe que nos gènes parlent de nous, de nos parents et de nos ancêtres, l’auteur remonte la trace des porteurs par le biais des généalogies ascendantes, pour en isoler « l’effet fondateur ». En fouillant dans le passé, en remontant les lignées, elle aborde de manière novatrice la lecture d’une transmission génétique. Cette mise en perspective historique permet une approche collective et non plus individuelle. La maladie n’est plus l’affaire du seul malade, mais l’histoire de toute une famille, voire d’une région entière. Grâce à un méticuleux travail d’analyse démographique, et à partir d’une base de données généalogiques qui fonde son analyse, Nadine Pellen retrace les comportements démographiques : mariages, naissances, décès des populations atteintes, étudie l’incidence du cousinage, de l’homogamie, de l’endogamie et surtout, des mouvements de populations, pour établir une histoire spatiale et humaine qui se décline en une riche cartographie particulièrement révélatrice.";1;2021;"Ined Éditions";"content?id=z5gvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";15
763;"Qu’est-ce qu’une discipline ?";"Jean Boutier";11.99;"Quelle est la signification des frontières entre les disciplines scientifiques ? Quelle est l’utilité de leur classification au sein d’un système unifié ? Les intérêts disciplinaires divergents s’affrontent dans un débat politique, ici examiné. L’enjeu varie, selon que l’on veut décrire l’identité sociale, l’identité professionnelle ou l’identité épistémologique des savoirs spécialisés, qui sont enseignés aujourd’hui dans les universités ou catalogués dans les institutions de recherche. Le tableau d’un « système » des disciplines, qui composait harmonieusement aux XIXe et XXe siècles la diversité des pratiques avec l’unité épistémologique de la rationalité scientifique, a été bouleversé dans toutes ses dimensions par les développements internes de l’histoire des sciences comme par la multiplication de leurs fonctions symboliques et économiques. Le débat politique où s’affrontent aujourd’hui des intérêts disciplinaires divergents gagne à être éclairé par un examen, à la fois épistémologique et sociologique, des liens entre « paradigmes », institutions et innovations scientifiques, méthodes de recherche et structures d’objets.";1;2020;"Éditions de l’École des hautes études en sciences sociales";"content?id=cwTuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";45
764;"Les Lycéens dans la ville";"Bernard Belletante";5.99;"Cet ouvrage étudie des comportements de lycéens sous un angle nouveau : à partir de méthodes originales, il tente d'élucider comment se déroulent leurs journées dans le temps et dans l'espace. Permettant de mieux comprendre en quoi les déplacements et les activités quotidiennes des lycéens sont un apprentissage de la ville et de la vie, ce livre intéresse non seulement les adolescents et leurs éducateurs (parents, enseignants,...), mais aussi tous ceux qui travaillent à une meilleure connaissance des phénomènes urbains.";1;2019;"Presses universitaires de Lyon";"content?id=Bvi9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";60
765;"La logique des situations";"Michel De Fornel";9.99;"La problématique de la situation qui a longtemps prévalu en sciences sociales s'articulait autour de l'idée de « définition de la situation » : pour agir efficacement, un sujet rationnel doit sélectionner et analyser les conditions de son action, interpréter son environnement et ses circonstances, et ordonner ses impulsions et ses attitudes. Les recherches en cours dans différents domaines et disciplines (logique, sémantique, psychologie écologique, intelligence artificielle...) montrent qu'une telle problématique ne permet pas de rendre compte de la logique effective des situations ni de la forme de contrôle qu'elles exercent sur l'expérience, et que, pour saisir l'une et l'autre, il convient de renouveler l'analyse de l'écologie des activités sociales et de mieux comprendre la part prise par l'environnement d'un côté, par la perception de l'autre, à leur organisation. De telles exigences guidaient déjà la réflexion des pragmatistes américains, J. Dewey et G. H. Mead en particulier. Elles constituaient aussi l'horizon des travaux d'E. Goffman. Les œuvres de ces auteurs contiennent donc des outils permettant de clarifier et d'approfondir les principales intuitions guidant les tentatives actuelles pour « situer » l'activité et la cognition, ainsi que de les acclimater dans les sciences sociales. Outre qu'il présente et discute ces outils, cet ouvrage s'efforce de les éprouver empiriquement, sur des objets sociaux aussi ordinaires que l'improvisation dans le chant, le déplacement des piétons dans la ville, la réception de la télévision ou l'accueil et l'orientation des voyageurs dans une gare SNCF.";1;2020;"Éditions de l’École des hautes études en sciences sociales";"content?id=RzbvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";19
766;"Les contenus disciplinaires";"Marie-France Carnus";17.99;"Quels contenus caractérisent les différentes disciplines ? Quels sont leurs sources et leurs modes de structuration ? Quels problèmes posent-ils aux maitres et aux élèves ? Comment sont-ils mis en scène dans la classe au travers des pratiques d'enseignement ? Comment les acteurs se les approprient-ils ? C'est à ces questions que cet ouvrage tente de répondre en réunissant des contributions issues du 2e colloque de l'Association Internationale pour des Recherches comparatistes en Didactiques qui s'est tenu à Lille en janvier 2011. Il croise ainsi les regards de spécialistes reconnus des différentes disciplines (didactiques du français, des mathématiques, des sciences...) sur les définitions possibles des contenus d’enseignement et d’apprentissages, sur leurs catégories, sur leurs variations selon les matières scolaires, les activités ou encore sur les représentations des maitres et des élèves. À un moment historique où se développent dans nombre de pays des débats sur les curriculums, sur les relations entre programmes et socles ou sur la priorité à accorder aux savoirs ou aux compétences, cet ouvrage propose des analyses informées et des pistes de réflexion loin des simplifications partisanes.";1;2017;"Presses Universitaires du Septentrion";"content?id=04QyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";96
767;"Panser l'erreur à l'école";"Yves Reuter";10.99;"Le terme d'erreur est massivement présent dans les discours sur la dégradation de l'école et la baisse de niveau des élèves. Pourtant, à y regarder de près, cette notion s’avère particulièrement floue et les modes de traitement classiques, fort limités mais encore dominants, n’arrivent guère à éradiquer les problèmes. C’est à partir de ce constat que cet ouvrage s’est donné pour but de mieux comprendre ce que cette notion recouvrait ainsi que les raisons de la résistance des erreurs en milieu scolaire. Le concept de dysfonctionnement – articulant une variante et un jugement porté à son propos – a donc été construit permettant de mettre au jour les intérêts potentiels des difficultés des élèves. Les problèmes, appréhendés dans cette perspective, favorisent en effet une meilleure compréhension des démarches des élèves, des fonctionnements de l'enseignement ou encore de la complexité de certains contenus. Ils permettent, complémentairement, de mieux saisir les spécificités des disciplines de recherche qui s'en servent. Cette perspective offre encore comme avantage d’envisager les interventions d’une manière différente en ouvrant la palette des stratégies possibles.";1;2017;"Presses Universitaires du Septentrion";"content?id=8VUnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";18
768;"Analyse numérique - Algorithme et étude mathématique - 2e édition";"Francis Filbet";26.99;"Cet ouvrage s'adresse aux étudiants de troisième année de Licence, de première année de Master ou aux élèves des écoles d'ingénieurs. Il constitue également une excellente préparation à l'option calcul scientifique de l'agrégation. Son objectif est d'introduire le lecteur à la modélisation mathématique et à la simulation numérique. Le cours présente les outils de base qui permettent de résoudre d'un point de vue numérique des problèmes issus de la physique, de la biologie ou de l'ingéniérie. En fin de chapitre, des exercices corrigés permettre de mettre en oeuvre les concepts à partir de cas concrets. Afin de faciliter la lecture, les résultats classiques concernant l'algèbre linéaire, le calcul différentiel et l'analyse sont rappelés. Dans cette seconde édition actualisée, les exercices ont été entièrement renouvelés.";1;2013;"Dunod";"content?id=PWPTAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";63
769;"Théories-didactiques de la lecture et de l'écriture";"Ana Dias-Chiaruttini";17.99;"Ce recueil est intitulé Théories – didactiques de la lecture et de l'écriture, comme un clin d'œil aux lecteurs avertis reprenant à une lettre près – le « s » à didactiques – le nom de l'équipe de recherche qu'Yves Reuter a fondée, connue sous l’acronyme de Théodile. Il regroupe les contributions de dix-huit chercheurs de renommée nationale et internationale dans le champ des didactiques, mais aussi de celui de la psychologie et de la sociologie pour rendre hommage aux travaux d’Yves Reuter. Les auteurs se sont emparés de débats concernant les fondements de la didactique du français, les concepts, les contours des disciplines scolaires, les dimensions épistémologiques ou encore les enjeux de cette discipline de recherche. Ces contributions contrastées retracent ainsi non seulement les objets et les questionnements qui ont jalonné les travaux d’Yves Reuter mais aussi les enjeux qui traversent le champ des didactiques.";1;2017;"Presses Universitaires du Septentrion";"content?id=4YQyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";16
770;"Luxe et Digital";"Eric dit Darkplanneur Briones";13.99;"La transformation digitale est partout, touche tous les secteurs, y compris celui du luxe. Ce livre pose un regard sur le luxe digital et propose une vision afin que chacun puisse trouver le bon chemin pour prospérer dans ce grand chaos qu’on appelle la digitalisation. Ainsi, la première partie propose une thérapie de choc afin d’éliminer les complexes digitaux, puis se projette vers un demain proche, celui de luxe Postdigital. Collaborative, la deuxième partie associe 14 experts (influence, big data, Chine, social commerce, retail, e-publicité, formation, développement durable, image numérique, contenu produit, expérience, transformation, entrepreneuriat et parcours client) qui font chacun l’état des lieux de leur métier et proposent des solutions concrètes pour se transformer.";1;2016;"Dunod";"content?id=zrHRCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";21
771;"Sexologie contemporaine";"Claude Crépault";17.99;"Soucieux de dresser un tableau des grandes problématiques sexologiques un groupe de professeurs universitaires a préparé ce recueil de textes fondamentaux qui reflète l'état des connaissances scientifiques en sexologie. Un ouvrage de référence pour toute personne cherchant à rassembler les pièces de l'énigmatique puzzle de la sexualité humaine.";1;1980;"PUQ";"content?id=vPOUbU2ClcMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";40
772;"L'Immigré et sa ville";"Azouz Begag";5.99;"Les immigrés sont-ils mobiles ? Quel usage font-ils de la ville ? Quel rôle peuvent jouer les transports, en particulier collectifs, dans leur vie quotidienne ? Autant de questions dont les réponses passent par une meilleure compréhension du choc culturel et de la condition sociale vécues par ces populations. Les réponses nécessitent aussi que soit brisée l'image déformante d'une population maghrébine considérée comme uniforme. Ainsi, ce livre montre toute la diversité des situations, des attitudes, des perceptions de la ville et de la société, même lorsque les personnes que l'auteur a regardé vivre et écoutées habitent sur le même palier.";1;2019;"Presses universitaires de Lyon";"content?id=Gvi9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";19
773;"Communications cellulaires";"Jean-Pierre Changeux";4.99;"Le cerveau est une machine qui traite l’information, l’enregistre, donne des ordres à la manière d’un ordinateur. Toutes ses fonctions, aussi nobles soient-elles, résultent exclusivement de l’assemblage d’éléments cellulaires, de leurs interactions ainsi que des signaux reçus du monde extérieur par le canal des organes des sens. Mais quelle méthode suivre pour pénétrer dans une mécanique si désespérante par sa difficulté que d’aucuns, fort éminents, n’hésitent pas à la reléguer dans la catégorie des « boîtes noires » ?";1;2013;"Collège de France";"content?id=9gkRCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";26
774;"Toujours y croire";"Iris Mittenaere";6.99;"Miss Univers, une jeune femme (pas) comme les autres. Vivre plus fort, dans la lumière, intensément. Devenir Miss France m’a ouvert les portes d’un univers étourdissant, où aucun jour ne ressemble au suivant. Devenir Miss Univers a élevé ce rêve à une toute autre échelle, me propulsant dans un tourbillon de voyages, de rencontres et de découvertes exceptionnelles, à mille lieux de mon Nord natal. Ce parcours hors norme m’a permis de d’évoluer, d’apprendre à me connaître et, surtout, de m’affirmer suffisamment pour franchir un ultime cap. Devenir la femme que j’aspirais à être. Dans ce récit intime, Iris partage son expérience unique de miss, avec des anecdotes personnelles, conseils lifestyle, tutos beauté, quelques secrets et beaucoup d’autres surprises. A propos de l'auteur : Originaire du Nord-Pas-de-Calais et étudiante en chirurgie dentaire, Iris Mittenaere participe à l’élection de Miss Flandre sur les conseils de ses amis. Après avoir remporté ce premier concours, elle se prend au jeu et gravit une à une toutes les marches jusqu’au sommet. Le 30 janvier 2017, elle est la première Française à remporter le titre de Miss Univers depuis soixante-trois ans.";1;2019;"HarperCollins";"content?id=8kezDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";21
775;"Pratiques de la dissidence économique";"Yvonne Preiswerk";9.99;"Cet ouvrage souhaite faire apparaître la spécificité d'organisations économiques issues de créativités sociales, relativement autonomes, situées en dissidence par rapport à l'économie formelle et aux institutions de l'Etat. L'idée de dissidence dans l'économie est d’abord observée à partir des théories générales qui traitent de la nature du phénomène économique. Les auteurs posent aussi leurs regards sur des pratiques économiques nouvelles face à celles des marchés et de la globalisation, entre partenaires solidaires, dans des espaces peu rentables, oubliés ou délaissés. De ces travaux naissent d’autres pistes de recherche pour le futur.";1;2016;"Graduate Institute Publications";"content?id=wop1DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";36
776;"Questionner l'implicite";"Cora Cohen-Azria";12.99;"Cet ouvrage fait le point sur les diverses dimensions implicites ou impensées qui participent de toute recherche à l'insu même des chercheurs. Issu d'un séminaire international, plus précisément consacré aux recherches en didactiques, autour de trois thèmes : - questionner les implicites dans les choix de constitution des corpus ; - questionner les implicites liés aux cadres théoriques ; - questionner les implicites liés aux choix méthodologiques et épistémologiques ; complétés par trois textes de synthèse. Il intéressera, en raison de l'importance des problèmes qu'il soulève, aussi bien les chercheurs en sciences humaines que les formateurs et les étudiants qui sont tenus d'aborder les questions de méthode au sein de leur cursus. Il s’inscrit dans la continuité de la réflexion entamée en 2005 autour des méthodes de recherche en didactiques et fait ainsi suite aux deux premiers livres : Les méthodes de recherche en didactiques vol. 1 et Les méthodes de recherche en didactiques : questions de temporalité vol. 2, parus en 2006 et 2007 aux Presses Universitaires du Septentrion.";1;2018;"Presses Universitaires du Septentrion";"content?id=EqlTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";70
777;"Ce que le numérique fait aux livres";"Bertrand LEGENDRE";17.99;"• Cet ouvrage apporte un regard distancié (notamment par rapport aux technologies du numérique) sur la question de l’articulation entre les industries numériques et la filière du livre. L’auteur livre une analyse très pertinente en fonction de quatre grands types de production éditoriale : la littérature, l’édition scolaire, l’édition de savoirs et de connaissances et les livres illustrés. • Ses réflexions, étayées de nombreux exemples concrets et de données chiffrées, mettent en avant l’impact que le numérique peut avoir sur le livre mais aussi, dans certains cas, la résistance que le livre a sur le numérique par la prédominance incontestable de la matérialité (papier). Sans oublier de faire référence, au fil du texte, aux pratiques et usages de l’acteur le plus important : le lecteur !";1;2019;"PUG";"content?id=WG-ZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";25
778;"Les objets dans l’action";"Bernard Conein";10.99;"En quoi les objets méritent-ils la sollicitude dont ils bénéficient aujourd'hui de la part des sciences sociales et des sciences cognitives ? Longtemps, l'analyse sociale et l'analyse psychologique ont été peu disposées à leur concéder les titres qu'elles conféraient à des entités plus distinguées – les personnes, l'esprit, les systèmes symboliques, les structures sociales, la culture, etc. Elles les ont traités sous les catégories de l'instrumentalité, de la contrainte naturelle ou de la symbolisation, sous-estimant ainsi leur potentiel cognitif et pratique. Ces dernières années, la situation s'est modifiée. Le renouvellement des approches de l'action, le développement de la recherche sur la « cognition située », l'application, par l'anthropologie des sciences, d'un principe de symétrie dans l'étude des associations entre humains et non-humains, l'esquisse d'une pragmatique du jugement... toutes ces démarches contribuent à faire découvrir l'importance du rôle médiateur des objets et invitent à renouveler les catégories de leur analyse. C'est de cette évolution que les auteurs de ce volume ont cherché à rendre compte.";1;2020;"Éditions de l’École des hautes études en sciences sociales";"content?id=NDbvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";4
779;"L'Ultime Secret du Christ";"Jose rodrigues dos Santos";12.99;"La célèbre paléographe Patricia Escalona est égorgée en pleine nuit dans la Bibliothèque vaticane, alors qu'elle y étudiait l'un des plus anciens manuscrits détenus par l'Église : le Codex Vaticanus. Près de son corps, le tueur a laissé un message codé. La célèbre paléographe Patricia Escalona est égorgée en pleine nuit dans la Bibliothèque vaticane, alors qu'elle y étudiait l'un des plus anciens manuscrits détenus par l'Église : le Codex Vaticanus. Près de son corps, le tueur a laissé un message codé. Tomás Noronha, travaillant sur la restauration des ruines du Forum de Rome, est appelé sur le lieu du crime par la police judiciaire italienne : il a été le dernier contact de la victime. L'historien émérite, expert en cryptologie, réussit à décoder le message du tueur et se laisse embarquer dans une enquête qui va très vite se compliquer. Un nouveau meurtre aux allures rituelles a lieu en Irlande, un autre en Bulgarie, deux nouveaux messages codés et toujours ces allusions aux Saintes Écritures. D'une victime à l'autre, d'un code à l'autre, Noronha est entraîné dans une analyse des textes bibliques particulièrement troublante. Une quête de la vérité qui va le conduire en Israël, sur les traces de la plus grande figure de l'humanité : celles de Jésus-Christ. Au fil d'une enquête haletante, José Rodrigues dos Santos propose d'aborder la vie du Christ sous un angle historique, quasi scientifique. Qui était vraiment celui qui a bouleversé le cours de l'Histoire ? Quels sont les faits que l'on peut considérer comme réellement avérés dans la Bible ? Et quels sont ceux travestis par le temps et les hommes ? Réalité historique et intrigue policière se mêlent avec grande intelligence pour faire de L'Ultime Secret du Christ un thriller qui va bouleverser les certitudes de chacun";1;2013;"HC éditions";"content?id=7r57ZsPVhkEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";11
780;"Appartenance locale et propriété au nord et au sud de la Méditerranée";"Sami Bargaoui";8.99;"Cet ouvrage, issu d’une rencontre entre des chercheurs travaillant sur des espaces géographiques variés, de Tunisie, d’Italie, d’Algérie, de France et de Turquie restitue, au plus près de l’expérience des acteurs eux-mêmes, les voies pratiquées pour acquérir et pouvoir revendiquer des droits d’appartenance. Dans ce processus, la propriété s’est révélée être un terrain décisif : ces études montrent à quel point, dans ces sociétés apparemment très éloignées, l’accès différentiel aux biens ne dessine pas seulement des hiérarchies économiques ou des primautés symboliques, mais crée des prérogatives qui investissent plus largement les individus. La faiblesse ou au contraire les privilèges qui définissent l’appartenance à des groupes sexuels ou à des groupes d’âge sont largement charpentés sur des possibilités différentielles de disposer de biens et de les transmettre. Et surtout, dans un large éventail de cas, la condition de « citoyen » ou de sujet d’un pouvoir central est étroitement liée à la reconnaissance de cette capacité à transmettre. En somme, dans les sociétés modernes au nord et au sud de la Méditerranée, ce recueil nous montre le rapport aux choses crée des relations et des liens. Les capacités d’exercice des droits de propriété dessinent les contours de communautés locales et, en conséquence, celles de communautés territoriales plus vastes. C’est une approche originale à la « citoyenneté » qui est présentée ici, qui met en relief des aires « de compatibilité » entre des terrains d’analyse apparemment très éloignés. Quantité d’idée reçues sur les prétendues « spécificités culturelles » caractérisant ces différentes aires géographiques sont ainsi mises en discussions ; ce qui ouvre un terrain de dialogue inattendu et fructueux.";1;2015;"Institut de recherches et d'études sur le monde arabe et musulman";"content?id=H8cWCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";48
781;"Les usages politiques du passé";"François Hartog";9.99;"Que le passé se prête à des usages politiques, toute l’histoire de l’historiographie l’atteste. D’où vient alors que le souci d’une manipulation du passé se fasse toujours plus insistant, comme en témoignent la récente querelle des historiens allemands sur la signification du nazisme ou celle, en cours, sur le communisme ? Autour de quelques dossiers actuels, cet ouvrage s’attache à réfléchir sur notre présent historiographique et ses multiples usages politiques.";1;2020;"Éditions de l’École des hautes études en sciences sociales";"content?id=T2DuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";68
782;"Circulation et territoire dans le monde indien contemporain";"Collectif";14.99;"De l’informaticien de Bangalore sous contrat en Californie jusqu’aux villageois saisonniers employés sur les chantiers des métropoles, sans omettre les pèlerins en route vers des lieux sacrés, l’Inde n’échappe pas à une forte circulation des personnes. De telles formes de mobilité sont-elles nouvelles ? Seules des visions fixistes de l’Inde du passé conduiraient à une telle interprétation erronée – même si le développement économique a intensifié les mouvements et si l’insertion dans la mondialisation a mis en route d’autres circuits. Les circulations remettent-elles en cause l’ancrage au territoire, particulièrement fort en Inde, depuis l’attachement au village jusqu’à la glorification des frontières nationales ? La réponse se révèle être à nouveau négative, dans la mesure où ces circulations s’appuient sur une territorialité que souvent elles renforcent, plutôt qu’elles ne l’affaiblissent. Ce recueil tend à le confirmer à travers trois thématiques qui illustrent divers déterminants de la circulation : les logiques symboliques et religieuses, les logiques économiques des ménages, et l’ouverture à de nouveaux espaces par les circulations transnationales. Des travaux de recherche originaux en géographie, ethnologie et sociologie le démontrent dans les contributions ici réunies : l’Inde des réseaux n’a rien d’incompatible avec l’Inde des territoires, bien au contraire.";1;2021;"Éditions de l’École des hautes études en sciences sociales";"content?id=YB8ZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";4
783;"Fondations et ouvrages en terre";"Bertrand Hubert";62.99;"Les ingénieurs trouveront dans ce manuel professionnel comment résoudre les problèmes de conception, de réalisation et de maintenance d'un ouvrage, et ceux que pose l'aménagement d'un site dans son interaction avec le sol. Formant une équipe de quatre spécialistes appartenant à trois générations de géotechniciens, les auteurs se sont appuyés sur la plus récente normalisation en géotechnique (dont la norme des missions d'ingénierie géotechnique), sur l'Eurocode 7 (calcul géotechnique) et sur les normes nationales d'application qui en ont résulté, ainsi que la dernière réglementation parasismique La première partie contient les bases nécessaires aux études géotechniques : géologie, mécanique des sols, propriétés géotechniques des formations géologiques, contexte hydrogéologique et caractérisation des paramètres de sol. La seconde partie présente la conception et le dimensionnement des ouvrages géotechniques : fondations, améliorations de sols, soutènements, ouvrages en terre et aménagements de terrains, ouvrages hydrauliques. Un index de plus de 700 entrées permet d'aller directement à l'information recherchée. D'abondantes annexes donnent accès aux sources et exposent en détail les principaux développements théoriques. Elles comprennent les tableaux et les formulaires usuels (corrélations, coefficients partiels, échelle stratigraphique, etc.). Les références normatives y sont également regroupées tandis que chacun des quinze chapitres est suivi de la bibliographie correspondante.";1;2019;"Editions Eyrolles";"content?id=LcqKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";36
